artist_id,theme_id
mn0000573604,ma0000006297
mn0000573604,ma0000004272
mn0000272567,ma0000005042
mn0000272567,ma0000006308
mn0000272567,ma0000005082
mn0000272567,ma0000004272
mn0000272567,ma0000006298
mn0000272567,ma0000006315
mn0000272567,ma0000005121
mn0001453990,ma0000005076
mn0001453990,ma0000006308
mn0001453990,ma0000005633
mn0000173902,ma0000004251
mn0000173902,ma0000006321
mn0000173902,ma0000004264
mn0000173902,ma0000006313
mn0000173902,ma0000004245
mn0000173902,ma0000005055
mn0000173902,ma0000004285
mn0000173902,ma0000005052
mn0000173902,ma0000006311
mn0000173902,ma0000005054
mn0000094934,ma0000005579
mn0000094934,ma0000005073
mn0000094934,ma0000005065
mn0000094934,ma0000004274
mn0000043714,ma0000006335
mn0000043714,ma0000006312
mn0000043714,ma0000006288
mn0000043714,ma0000006311
mn0000043714,ma0000006318
mn0000043714,ma0000006316
mn0000043714,ma0000006314
mn0000043714,ma0000005079
mn0000043714,ma0000005633
mn0000043714,ma0000006297
mn0000043714,ma0000006321
mn0000043714,ma0000006315
mn0000043714,ma0000004276
mn0000043714,ma0000005107
mn0000043714,ma0000006326
mn0000043714,ma0000006310
mn0001509585,ma0000006308
mn0000907775,ma0000004264
mn0000907775,ma0000005096
mn0000907775,ma0000004285
mn0000907775,ma0000005047
mn0000907775,ma0000006311
mn0000907775,ma0000006318
mn0000907775,ma0000006316
mn0000907775,ma0000005055
mn0000907775,ma0000005076
mn0000121746,ma0000006297
mn0000121746,ma0000006315
mn0000121746,ma0000004247
mn0000121746,ma0000005063
mn0000121746,ma0000005093
mn0000121746,ma0000005579
mn0000121746,ma0000004272
mn0000121746,ma0000005123
mn0000121746,ma0000006330
mn0000121746,ma0000005122
mn0000636409,ma0000006297
mn0000636409,ma0000006299
mn0000636409,ma0000006315
mn0000424513,ma0000006318
mn0000424513,ma0000004248
mn0000424513,ma0000006311
mn0000424513,ma0000006317
mn0000424513,ma0000006316
mn0000424513,ma0000004280
mn0000424513,ma0000005063
mn0000424513,ma0000004245
mn0000424513,ma0000006310
mn0000362636,ma0000005063
mn0000362636,ma0000006299
mn0000362636,ma0000006321
mn0000350092,ma0000005063
mn0000350092,ma0000006291
mn0000350092,ma0000006299
mn0000350092,ma0000006321
mn0000350092,ma0000006287
mn0001162681,ma0000005042
mn0001162681,ma0000005633
mn0001162681,ma0000005051
mn0001162681,ma0000006295
mn0001162681,ma0000005082
mn0001162681,ma0000006308
mn0001162681,ma0000006292
mn0001162681,ma0000006282
mn0001162681,ma0000004272
mn0000239921,ma0000005053
mn0000239921,ma0000004261
mn0000239921,ma0000006318
mn0000239921,ma0000006321
mn0000239921,ma0000005093
mn0000239921,ma0000005124
mn0000239921,ma0000006328
mn0000239921,ma0000006273
mn0000239921,ma0000004246
mn0000239921,ma0000006299
mn0000239921,ma0000005075
mn0000239921,ma0000005065
mn0000239921,ma0000006335
mn0000239921,ma0000005085
mn0000239921,ma0000006316
mn0000239921,ma0000006313
mn0000239921,ma0000005109
mn0000239921,ma0000006327
mn0000239921,ma0000013572
mn0000239921,ma0000005042
mn0000239921,ma0000005633
mn0000239921,ma0000013569
mn0000239921,ma0000004250
mn0000239921,ma0000004254
mn0000239921,ma0000005579
mn0000239921,ma0000004251
mn0000239921,ma0000006311
mn0000239921,ma0000006332
mn0000239921,ma0000005079
mn0000239921,ma0000005115
mn0000239921,ma0000006324
mn0000239921,ma0000006325
mn0000239921,ma0000013567
mn0000239921,ma0000005057
mn0000239921,ma0000005146
mn0000239921,ma0000013573
mn0000239921,ma0000006277
mn0000239921,ma0000004272
mn0000239921,ma0000005097
mn0000239921,ma0000013591
mn0000239921,ma0000005123
mn0000239921,ma0000005047
mn0000239921,ma0000004248
mn0000239921,ma0000005054
mn0000239921,ma0000013548
mn0000239921,ma0000006326
mn0000600485,ma0000006299
mn0000600485,ma0000006318
mn0000133626,ma0000004245
mn0000133626,ma0000006316
mn0000133626,ma0000005096
mn0000799053,ma0000006322
mn0000799053,ma0000004281
mn0000799053,ma0000006318
mn0000799053,ma0000006298
mn0000799053,ma0000004280
mn0000799053,ma0000005063
mn0000799053,ma0000006297
mn0000799053,ma0000006315
mn0000799053,ma0000006314
mn0000799053,ma0000006310
mn0000019334,ma0000006299
mn0000019334,ma0000006318
mn0000019334,ma0000006321
mn0000019334,ma0000006288
mn0000019334,ma0000005123
mn0000668576,ma0000004264
mn0000668576,ma0000004268
mn0000668576,ma0000006313
mn0000668576,ma0000004285
mn0000668576,ma0000004245
mn0000668576,ma0000005045
mn0000668576,ma0000005116
mn0000668576,ma0000005119
mn0000746748,ma0000006318
mn0000120521,ma0000006328
mn0000120521,ma0000006330
mn0000120521,ma0000004252
mn0000120521,ma0000005063
mn0000120521,ma0000006297
mn0000120521,ma0000006321
mn0000120521,ma0000005082
mn0000120521,ma0000006332
mn0000120521,ma0000004272
mn0000120521,ma0000006287
mn0000120521,ma0000006291
mn0000120521,ma0000004281
mn0000120521,ma0000006308
mn0000120521,ma0000004275
mn0000457877,ma0000004251
mn0000457877,ma0000006318
mn0000457877,ma0000006321
mn0000457877,ma0000005096
mn0000457877,ma0000006314
mn0000538318,ma0000006321
mn0000538318,ma0000005096
mn0000538318,ma0000006297
mn0000769616,ma0000005063
mn0000769616,ma0000006321
mn0000769616,ma0000006297
mn0000769616,ma0000006308
mn0000769616,ma0000005042
mn0000769616,ma0000006291
mn0000769616,ma0000006322
mn0000769616,ma0000004272
mn0000253058,ma0000006311
mn0000253058,ma0000006318
mn0000253058,ma0000006328
mn0000253058,ma0000006322
mn0000253058,ma0000004272
mn0000253058,ma0000006315
mn0000166505,ma0000006317
mn0000166505,ma0000006316
mn0000166505,ma0000006310
mn0000166505,ma0000005076
mn0000166505,ma0000006318
mn0000166505,ma0000006313
mn0000166505,ma0000005075
mn0000166505,ma0000005065
mn0000166505,ma0000006315
mn0000681154,ma0000006328
mn0000681154,ma0000006308
mn0000681154,ma0000006321
mn0000681154,ma0000006316
mn0000681154,ma0000005097
mn0000681154,ma0000013572
mn0000681154,ma0000005063
mn0000681154,ma0000004272
mn0000681154,ma0000005579
mn0000681154,ma0000006297
mn0000681154,ma0000006325
mn0000681154,ma0000006311
mn0000681154,ma0000006323
mn0000561765,ma0000005633
mn0000561765,ma0000004272
mn0000561765,ma0000006295
mn0000631538,ma0000004252
mn0000631538,ma0000006308
mn0000280993,ma0000005051
mn0000280993,ma0000006282
mn0000280993,ma0000004251
mn0000280993,ma0000005086
mn0000280993,ma0000005116
mn0000280993,ma0000004276
mn0000047020,ma0000006288
mn0000047020,ma0000005076
mn0000047020,ma0000005625
mn0000047020,ma0000006312
mn0000852688,ma0000006316
mn0000852688,ma0000005097
mn0000852688,ma0000004251
mn0000852688,ma0000006273
mn0000852688,ma0000006311
mn0000852688,ma0000006318
mn0000852688,ma0000004248
mn0000852688,ma0000013571
mn0000852688,ma0000005057
mn0000852688,ma0000006297
mn0000852688,ma0000006332
mn0000852688,ma0000005085
mn0000852688,ma0000005047
mn0000852688,ma0000006327
mn0000852688,ma0000005053
mn0000852688,ma0000005579
mn0000852688,ma0000004261
mn0000852688,ma0000004246
mn0000852688,ma0000005076
mn0000852688,ma0000005082
mn0000852688,ma0000005086
mn0000852688,ma0000004274
mn0000852688,ma0000005113
mn0000852688,ma0000006325
mn0000852688,ma0000005100
mn0000106145,ma0000005038
mn0000106145,ma0000005042
mn0000106145,ma0000006297
mn0000106145,ma0000005076
mn0000106145,ma0000004272
mn0000106145,ma0000005107
mn0000106145,ma0000004281
mn0000106145,ma0000004276
mn0000907676,ma0000005096
mn0000907676,ma0000006301
mn0000907676,ma0000006321
mn0000284207,ma0000006318
mn0000284207,ma0000006316
mn0000284207,ma0000004251
mn0000284207,ma0000005068
mn0000284207,ma0000005079
mn0000284207,ma0000006297
mn0000284207,ma0000013567
mn0000284207,ma0000004255
mn0000284207,ma0000005598
mn0000068203,ma0000005096
mn0000068203,ma0000006299
mn0000068203,ma0000006335
mn0000133650,ma0000004245
mn0000133650,ma0000006318
mn0000361507,ma0000006316
mn0000361507,ma0000006310
mn0000361507,ma0000006327
mn0000361507,ma0000006318
mn0000361507,ma0000005043
mn0000361507,ma0000006273
mn0000361507,ma0000004268
mn0000361507,ma0000006277
mn0000361507,ma0000004245
mn0000361507,ma0000005057
mn0000672575,ma0000005633
mn0000672575,ma0000005051
mn0000672575,ma0000006321
mn0000672575,ma0000006332
mn0000672575,ma0000006276
mn0000672575,ma0000005099
mn0000249931,ma0000006297
mn0000249931,ma0000006318
mn0000249931,ma0000006321
mn0000249931,ma0000006316
mn0001011101,ma0000006330
mn0001011101,ma0000006297
mn0001011101,ma0000006321
mn0001011101,ma0000005633
mn0000790797,ma0000013569
mn0000790797,ma0000006292
mn0000790797,ma0000006282
mn0000790797,ma0000006327
mn0000790797,ma0000005051
mn0000790797,ma0000005146
mn0000790797,ma0000006297
mn0000790797,ma0000004272
mn0000790797,ma0000006315
mn0000790797,ma0000005097
mn0000790797,ma0000005123
mn0000790797,ma0000005633
mn0000790797,ma0000005579
mn0000790797,ma0000005063
mn0000790797,ma0000005066
mn0000790797,ma0000006335
mn0000790797,ma0000006276
mn0000790797,ma0000005086
mn0000790797,ma0000006308
mn0000790797,ma0000005047
mn0000790797,ma0000006324
mn0000790797,ma0000005042
mn0000790797,ma0000005053
mn0000790797,ma0000005057
mn0000790797,ma0000006295
mn0000790797,ma0000006273
mn0000790797,ma0000005625
mn0000790797,ma0000004276
mn0000790797,ma0000005107
mn0000790797,ma0000013548
mn0000661645,ma0000006297
mn0000661645,ma0000006318
mn0000661645,ma0000006314
mn0000177957,ma0000006330
mn0000177957,ma0000005579
mn0000177957,ma0000006311
mn0000177957,ma0000004281
mn0000177957,ma0000005034
mn0000177957,ma0000006294
mn0000800332,ma0000006327
mn0000800332,ma0000006324
mn0000800332,ma0000006297
mn0000800332,ma0000006315
mn0000800332,ma0000006287
mn0000800332,ma0000004281
mn0000800332,ma0000006310
mn0002090481,ma0000006292
mn0002090481,ma0000006322
mn0002090481,ma0000004281
mn0002090481,ma0000005579
mn0002090481,ma0000006315
mn0000898650,ma0000006313
mn0000898650,ma0000006326
mn0000898650,ma0000006310
mn0000898650,ma0000006301
mn0000039656,ma0000006325
mn0000039656,ma0000006282
mn0000039656,ma0000006297
mn0000039656,ma0000006299
mn0000039656,ma0000006335
mn0000039656,ma0000006314
mn0000039656,ma0000006287
mn0000039656,ma0000006312
mn0000039656,ma0000006333
mn0000039656,ma0000006281
mn0000039656,ma0000005042
mn0000784042,ma0000005633
mn0000784042,ma0000006321
mn0000784042,ma0000006318
mn0000784042,ma0000005082
mn0000784042,ma0000005085
mn0000947816,ma0000004248
mn0000947816,ma0000004251
mn0000947816,ma0000005079
mn0000947816,ma0000006287
mn0000947816,ma0000004281
mn0000947816,ma0000006302
mn0000947816,ma0000006317
mn0000947816,ma0000006315
mn0000947816,ma0000004274
mn0000502341,ma0000005093
mn0000530996,ma0000005579
mn0000530996,ma0000006291
mn0000530996,ma0000006287
mn0000953069,ma0000005096
mn0000953069,ma0000006316
mn0000955379,ma0000006328
mn0000955379,ma0000006322
mn0000955379,ma0000006315
mn0000955379,ma0000005082
mn0000955379,ma0000006323
mn0000571610,ma0000006325
mn0000571610,ma0000006330
mn0000571610,ma0000005057
mn0000571610,ma0000005099
mn0000571610,ma0000006314
mn0000571610,ma0000005079
mn0000078802,ma0000006328
mn0000078802,ma0000006330
mn0000078802,ma0000006321
mn0000078802,ma0000006291
mn0000078802,ma0000006297
mn0000078802,ma0000006287
mn0000078802,ma0000006308
mn0000196021,ma0000004274
mn0000196021,ma0000004251
mn0000196021,ma0000006321
mn0000196021,ma0000006316
mn0000196021,ma0000005079
mn0000196021,ma0000006313
mn0000196021,ma0000006301
mn0000813019,ma0000006299
mn0000813019,ma0000006321
mn0000813019,ma0000006313
mn0000813019,ma0000006316
mn0000813019,ma0000006318
mn0000813019,ma0000006276
mn0000813019,ma0000006332
mn0000813019,ma0000005055
mn0000813019,ma0000004261
mn0000813019,ma0000005076
mn0000813019,ma0000005625
mn0000813019,ma0000005047
mn0000513770,ma0000006321
mn0000513770,ma0000006299
mn0000513770,ma0000006276
mn0000513770,ma0000006316
mn0000513770,ma0000006280
mn0000034047,ma0000006297
mn0000034047,ma0000006287
mn0000865306,ma0000005093
mn0000865306,ma0000005124
mn0000865306,ma0000005095
mn0000865306,ma0000005031
mn0000108256,ma0000006312
mn0000108256,ma0000005625
mn0000108256,ma0000006319
mn0000108256,ma0000005076
mn0000108256,ma0000005051
mn0000108256,ma0000004272
mn0000153915,ma0000006316
mn0000153915,ma0000006327
mn0000153915,ma0000005097
mn0000153915,ma0000006325
mn0000153915,ma0000006311
mn0000153915,ma0000005076
mn0000153915,ma0000006318
mn0000153915,ma0000006317
mn0000153915,ma0000004251
mn0000153915,ma0000006310
mn0000068097,ma0000006318
mn0000068097,ma0000004245
mn0000068097,ma0000005057
mn0000068097,ma0000006299
mn0000068097,ma0000005075
mn0000941802,ma0000006297
mn0000941802,ma0000006299
mn0000941802,ma0000006322
mn0000941802,ma0000006315
mn0000618713,ma0000006328
mn0000618713,ma0000006332
mn0000618713,ma0000006291
mn0000618713,ma0000006321
mn0000618713,ma0000006330
mn0000618713,ma0000006282
mn0000618713,ma0000004252
mn0000618713,ma0000006297
mn0000618713,ma0000004272
mn0000254215,ma0000006318
mn0000254215,ma0000006316
mn0000254215,ma0000006327
mn0000254215,ma0000006325
mn0000254215,ma0000005579
mn0000254215,ma0000004274
mn0000254215,ma0000006313
mn0000254215,ma0000004251
mn0000254215,ma0000006311
mn0002070459,ma0000006321
mn0002070459,ma0000005070
mn0002070459,ma0000005073
mn0000526407,ma0000006334
mn0000526407,ma0000006290
mn0000526407,ma0000006317
mn0000526407,ma0000006332
mn0000526407,ma0000006287
mn0000526407,ma0000006312
mn0000526407,ma0000006293
mn0000526407,ma0000005625
mn0000526407,ma0000004272
mn0000526407,ma0000006298
mn0000526407,ma0000006314
mn0000526407,ma0000004281
mn0000526407,ma0000006310
mn0000884122,ma0000006297
mn0000884122,ma0000005579
mn0000884122,ma0000006316
mn0000951375,ma0000006316
mn0000951375,ma0000006310
mn0000951375,ma0000006317
mn0000951375,ma0000005097
mn0000951375,ma0000006327
mn0000951375,ma0000005054
mn0000951375,ma0000005075
mn0000951375,ma0000013548
mn0000951375,ma0000006277
mn0000951375,ma0000006287
mn0000951375,ma0000004247
mn0000951375,ma0000006311
mn0000951375,ma0000005122
mn0000951375,ma0000005089
mn0000951375,ma0000005046
mn0000951375,ma0000004246
mn0000242545,ma0000006335
mn0000165248,ma0000004267
mn0000165248,ma0000006315
mn0000165248,ma0000006287
mn0000165248,ma0000006330
mn0000165248,ma0000006296
mn0000070207,ma0000005633
mn0000070207,ma0000006321
mn0000070207,ma0000006329
mn0000468921,ma0000006313
mn0000468921,ma0000005063
mn0000468921,ma0000006318
mn0000739975,ma0000005107
mn0000739975,ma0000005052
mn0000739975,ma0000005032
mn0000739975,ma0000004248
mn0000739975,ma0000004252
mn0000739975,ma0000004254
mn0000739975,ma0000005031
mn0000739975,ma0000006269
mn0000739975,ma0000006328
mn0002022225,ma0000005059
mn0002022225,ma0000005078
mn0002022225,ma0000006322
mn0002022225,ma0000006315
mn0000275475,ma0000004252
mn0000275475,ma0000006321
mn0000275475,ma0000006291
mn0000275475,ma0000006297
mn0000275475,ma0000004272
mn0000058361,ma0000005579
mn0000058361,ma0000006292
mn0000058361,ma0000004272
mn0000058361,ma0000005079
mn0000058361,ma0000006304
mn0000193802,ma0000006335
mn0000193802,ma0000006314
mn0000193802,ma0000006313
mn0000193802,ma0000006297
mn0000193802,ma0000006318
mn0000190371,ma0000004251
mn0000190371,ma0000005579
mn0000190371,ma0000005063
mn0000836998,ma0000005031
mn0000836998,ma0000004250
mn0000836998,ma0000005052
mn0000836998,ma0000006285
mn0000836998,ma0000005070
mn0001002428,ma0000005633
mn0001002428,ma0000006321
mn0001002428,ma0000004272
mn0000377538,ma0000006313
mn0000377538,ma0000006318
mn0000649435,ma0000006330
mn0000649435,ma0000005076
mn0000649435,ma0000006312
mn0000649435,ma0000004276
mn0000649435,ma0000005625
mn0000649435,ma0000006319
mn0000276917,ma0000006330
mn0000276917,ma0000006297
mn0000276917,ma0000006290
mn0000276917,ma0000006317
mn0000276917,ma0000004272
mn0000276917,ma0000005096
mn0000276917,ma0000006287
mn0000631371,ma0000006328
mn0000631371,ma0000006291
mn0000631371,ma0000006322
mn0000631371,ma0000006297
mn0000631371,ma0000005070
mn0000797023,ma0000006291
mn0000797023,ma0000004272
mn0000667210,ma0000006291
mn0000667210,ma0000005579
mn0000667210,ma0000006335
mn0000667210,ma0000006287
mn0000667210,ma0000006328
mn0000667210,ma0000006282
mn0000667210,ma0000006323
mn0000667210,ma0000006308
mn0000241263,ma0000006316
mn0000241263,ma0000006318
mn0000241263,ma0000005079
mn0000241263,ma0000005065
mn0000241263,ma0000005096
mn0000241263,ma0000004274
mn0000241263,ma0000004285
mn0001065184,ma0000006317
mn0001065184,ma0000006316
mn0001065184,ma0000004276
mn0000033560,ma0000006328
mn0000033560,ma0000006297
mn0000033560,ma0000004272
mn0000033560,ma0000006291
mn0000033560,ma0000006321
mn0000116630,ma0000005069
mn0000116630,ma0000005082
mn0000116630,ma0000005086
mn0000116630,ma0000005123
mn0000116630,ma0000005042
mn0000116630,ma0000006273
mn0000004451,ma0000005093
mn0000004451,ma0000004252
mn0000004451,ma0000004272
mn0000004451,ma0000006308
mn0000004451,ma0000006328
mn0000004451,ma0000006291
mn0001531198,ma0000006321
mn0001531198,ma0000005107
mn0000082149,ma0000006276
mn0000082149,ma0000005086
mn0000082149,ma0000006312
mn0000082149,ma0000006281
mn0000082149,ma0000006318
mn0000082149,ma0000005633
mn0000082149,ma0000005097
mn0000082149,ma0000005100
mn0000387352,ma0000006296
mn0000387352,ma0000006310
mn0000387352,ma0000006298
mn0000387352,ma0000006317
mn0001445701,ma0000005076
mn0001445701,ma0000005082
mn0001445701,ma0000006312
mn0001747853,ma0000006311
mn0001747853,ma0000006318
mn0001747853,ma0000006314
mn0000335178,ma0000006321
mn0000335178,ma0000006297
mn0000335178,ma0000006332
mn0000170027,ma0000006325
mn0000170027,ma0000004281
mn0000771419,ma0000005082
mn0000771419,ma0000006324
mn0000771419,ma0000006318
mn0000771419,ma0000006328
mn0000771419,ma0000006299
mn0001034425,ma0000006291
mn0001034425,ma0000006297
mn0001034425,ma0000004281
mn0000590043,ma0000005057
mn0000590043,ma0000005090
mn0000590043,ma0000006316
mn0000590043,ma0000004247
mn0000590043,ma0000006322
mn0000725614,ma0000006318
mn0000725614,ma0000006276
mn0000725614,ma0000006299
mn0000725614,ma0000006323
mn0000725614,ma0000005057
mn0000725614,ma0000006328
mn0000725614,ma0000005053
mn0000725614,ma0000004246
mn0000725614,ma0000005122
mn0002008147,ma0000006318
mn0002008147,ma0000006316
mn0000313284,ma0000006328
mn0000313284,ma0000006291
mn0000313284,ma0000004272
mn0000313284,ma0000006287
mn0000313284,ma0000006308
mn0000313284,ma0000006335
mn0000007008,ma0000004251
mn0000007008,ma0000006318
mn0000007008,ma0000006321
mn0000007008,ma0000005658
mn0000007008,ma0000004285
mn0000305109,ma0000005045
mn0000305109,ma0000006329
mn0000305109,ma0000005123
mn0000305109,ma0000005633
mn0000305109,ma0000005111
mn0000305109,ma0000005116
mn0000305109,ma0000005051
mn0000305109,ma0000006276
mn0000305109,ma0000005102
mn0000120254,ma0000006328
mn0000120254,ma0000006291
mn0000120254,ma0000005042
mn0000120254,ma0000006322
mn0000120254,ma0000004272
mn0000108489,ma0000006335
mn0000103600,ma0000006288
mn0000103600,ma0000006315
mn0000103600,ma0000006312
mn0000103600,ma0000006299
mn0000103600,ma0000005123
mn0000103600,ma0000005042
mn0000103600,ma0000006297
mn0000103600,ma0000006318
mn0000103600,ma0000006321
mn0000103600,ma0000006316
mn0000103600,ma0000006324
mn0000103600,ma0000006281
mn0000103600,ma0000005063
mn0000310008,ma0000005633
mn0000310008,ma0000006292
mn0000310008,ma0000005625
mn0000310008,ma0000004276
mn0000310008,ma0000005107
mn0000310008,ma0000004272
mn0000310008,ma0000006315
mn0000310008,ma0000005076
mn0000753237,ma0000005625
mn0000753237,ma0000004281
mn0000753237,ma0000006310
mn0000533644,ma0000006321
mn0000533644,ma0000004281
mn0000533644,ma0000006294
mn0000533644,ma0000006297
mn0000533644,ma0000006296
mn0000096613,ma0000006325
mn0000096613,ma0000006316
mn0000096613,ma0000006314
mn0000096613,ma0000006320
mn0000096613,ma0000005076
mn0000096613,ma0000005099
mn0000096613,ma0000006310
mn0000096613,ma0000013567
mn0000096613,ma0000006334
mn0000096613,ma0000006321
mn0000096613,ma0000005096
mn0000096613,ma0000004281
mn0000096613,ma0000006324
mn0000096613,ma0000006281
mn0000636511,ma0000005093
mn0000636511,ma0000005063
mn0000636511,ma0000006323
mn0000636511,ma0000006328
mn0001409175,ma0000006296
mn0001409175,ma0000006332
mn0001409175,ma0000006317
mn0000794301,ma0000006335
mn0000794301,ma0000006299
mn0000794301,ma0000006291
mn0000794301,ma0000006297
mn0000794301,ma0000006329
mn0000995268,ma0000004247
mn0000995268,ma0000006328
mn0000995268,ma0000005080
mn0000995268,ma0000005041
mn0000995268,ma0000005579
mn0000995268,ma0000006299
mn0000995268,ma0000013591
mn0000995268,ma0000006292
mn0000995268,ma0000006291
mn0000995268,ma0000006321
mn0000995268,ma0000004272
mn0000995268,ma0000005633
mn0000490549,ma0000004251
mn0000490549,ma0000005065
mn0000490549,ma0000006316
mn0000490549,ma0000006314
mn0000490549,ma0000005079
mn0000490549,ma0000006310
mn0000490549,ma0000006318
mn0000754032,ma0000006327
mn0000754032,ma0000006324
mn0000754032,ma0000004245
mn0000754032,ma0000006299
mn0000754032,ma0000005076
mn0000754032,ma0000005625
mn0000754032,ma0000006315
mn0000754032,ma0000006326
mn0000754032,ma0000004281
mn0000754032,ma0000004248
mn0000754032,ma0000006330
mn0000754032,ma0000006334
mn0000754032,ma0000005063
mn0000754032,ma0000006311
mn0000754032,ma0000006309
mn0000754032,ma0000006287
mn0000754032,ma0000006328
mn0000754032,ma0000006318
mn0000754032,ma0000006321
mn0000754032,ma0000004274
mn0000754032,ma0000004280
mn0000754032,ma0000006297
mn0000754032,ma0000004272
mn0000201760,ma0000006320
mn0000201760,ma0000006314
mn0000201760,ma0000006329
mn0000201760,ma0000006313
mn0000201760,ma0000006316
mn0000201760,ma0000006319
mn0000201760,ma0000006289
mn0000201760,ma0000006297
mn0000787757,ma0000006291
mn0000787757,ma0000006328
mn0000787757,ma0000004252
mn0000787757,ma0000006322
mn0000787757,ma0000006315
mn0000100854,ma0000005063
mn0000100854,ma0000006292
mn0000100854,ma0000006291
mn0000100854,ma0000006297
mn0000100854,ma0000006321
mn0000100854,ma0000004272
mn0000100854,ma0000006287
mn0000100854,ma0000006308
mn0000918400,ma0000005051
mn0000918400,ma0000006321
mn0000918400,ma0000005633
mn0000918400,ma0000006335
mn0000918400,ma0000004272
mn0000918400,ma0000004247
mn0000918400,ma0000006282
mn0000918400,ma0000005097
mn0000617945,ma0000004251
mn0000105308,ma0000006324
mn0000105308,ma0000006328
mn0000105308,ma0000005579
mn0000105308,ma0000005123
mn0000142208,ma0000006328
mn0000142208,ma0000006291
mn0000142208,ma0000006297
mn0000142208,ma0000006322
mn0000331224,ma0000006299
mn0000331224,ma0000006316
mn0000331224,ma0000005055
mn0000331224,ma0000006314
mn0000331224,ma0000006332
mn0000406962,ma0000006321
mn0000220650,ma0000005063
mn0000220650,ma0000006299
mn0000220650,ma0000006318
mn0000220650,ma0000006323
mn0000563121,ma0000006293
mn0000563121,ma0000006299
mn0000563121,ma0000004281
mn0000070773,ma0000006299
mn0000070773,ma0000005579
mn0000070773,ma0000006318
mn0000885375,ma0000005093
mn0000885375,ma0000005063
mn0000885375,ma0000006323
mn0000885375,ma0000005579
mn0000885375,ma0000006335
mn0000885375,ma0000005053
mn0000178840,ma0000006299
mn0000178840,ma0000006318
mn0000178840,ma0000006321
mn0000178840,ma0000006315
mn0000403408,ma0000006285
mn0000403408,ma0000006321
mn0000403408,ma0000005070
mn0000118544,ma0000005625
mn0000118544,ma0000005079
mn0000118544,ma0000006319
mn0000118544,ma0000005076
mn0000118544,ma0000006304
mn0000118544,ma0000006325
mn0000118544,ma0000004248
mn0000118544,ma0000006286
mn0000118544,ma0000006312
mn0000118544,ma0000004276
mn0000118544,ma0000004281
mn0000380976,ma0000006329
mn0000380976,ma0000006325
mn0000380976,ma0000006288
mn0000380976,ma0000006314
mn0000380976,ma0000006310
mn0000380976,ma0000005079
mn0000461276,ma0000006328
mn0000461276,ma0000006318
mn0000287080,ma0000004248
mn0000287080,ma0000006318
mn0000287080,ma0000006314
mn0000287080,ma0000006325
mn0000287080,ma0000006330
mn0000287080,ma0000004251
mn0000287080,ma0000006311
mn0000069765,ma0000006318
mn0000069765,ma0000006321
mn0000069765,ma0000005078
mn0000069765,ma0000006316
mn0002259748,ma0000006330
mn0002259748,ma0000006316
mn0000992052,ma0000006328
mn0000664429,ma0000006299
mn0000664429,ma0000005065
mn0000664429,ma0000006327
mn0000664429,ma0000006324
mn0000081537,ma0000005076
mn0000081537,ma0000006318
mn0000081537,ma0000006316
mn0000081537,ma0000005097
mn0000081537,ma0000006296
mn0000081537,ma0000005047
mn0000740551,ma0000006318
mn0000740551,ma0000005096
mn0000740551,ma0000006333
mn0000740551,ma0000006316
mn0000927736,ma0000005099
mn0000927736,ma0000005093
mn0000927736,ma0000006315
mn0000927736,ma0000006299
mn0000927736,ma0000006318
mn0000198880,ma0000006285
mn0000198880,ma0000005070
mn0000005441,ma0000005063
mn0000005441,ma0000006299
mn0000005441,ma0000006335
mn0000005441,ma0000006323
mn0000005441,ma0000005070
mn0000005441,ma0000004281
mn0000005441,ma0000006308
mn0000005441,ma0000006328
mn0000005441,ma0000005579
mn0000005441,ma0000006291
mn0000005441,ma0000006322
mn0000005441,ma0000006295
mn0000661827,ma0000004251
mn0000661827,ma0000006299
mn0000661827,ma0000005063
mn0000661827,ma0000006324
mn0000661827,ma0000005579
mn0000564239,ma0000006327
mn0000564239,ma0000005625
mn0000564239,ma0000004281
mn0000489209,ma0000006335
mn0000489209,ma0000006299
mn0000489209,ma0000004267
mn0000489209,ma0000006282
mn0000489209,ma0000004272
mn0000937178,ma0000005076
mn0000937178,ma0000005096
mn0000937178,ma0000006311
mn0000937178,ma0000004276
mn0000232435,ma0000005093
mn0000232435,ma0000004251
mn0000232435,ma0000006311
mn0000232435,ma0000006299
mn0000232435,ma0000005076
mn0000232435,ma0000006318
mn0000232435,ma0000006316
mn0000232435,ma0000006313
mn0000988455,ma0000006297
mn0000988455,ma0000006309
mn0000988455,ma0000005079
mn0000139093,ma0000005633
mn0000139093,ma0000006321
mn0000125851,ma0000004251
mn0000125851,ma0000006318
mn0000125851,ma0000006316
mn0000125851,ma0000006311
mn0000571797,ma0000006297
mn0000571797,ma0000006316
mn0000571797,ma0000004281
mn0000571797,ma0000005069
mn0000571797,ma0000005076
mn0000571797,ma0000005047
mn0000477613,ma0000005579
mn0000477613,ma0000004251
mn0000477613,ma0000006299
mn0000477613,ma0000006318
mn0000477613,ma0000006321
mn0000477613,ma0000006316
mn0000477613,ma0000006313
mn0000107294,ma0000006315
mn0000107294,ma0000006297
mn0000107294,ma0000006308
mn0000107294,ma0000006291
mn0000107294,ma0000005082
mn0000107294,ma0000004272
mn0000646378,ma0000006299
mn0000646378,ma0000006318
mn0000646378,ma0000005111
mn0000951944,ma0000005633
mn0000951944,ma0000006321
mn0000951944,ma0000004272
mn0000520361,ma0000006291
mn0000520361,ma0000006308
