id,allmusic_id
4600,mn0000757463
4601,mn0000521564
4602,mn0000642981
4603,mn0000852748
4604,mn0000117836
4605,mn0000463255
4606,mn0000595035
4607,mn0000385765
4608,mn0000886022
4609,mn0000747507
4610,mn0000072029
4611,mn0000113984
4612,mn0000454067
4613,mn0003130831
4614,mn0000737886
4615,mn0000600637
4616,mn0000046784
4617,mn0000572508
4618,mn0000978672
4619,mn0000921762
4620,mn0000061480
4621,mn0000462842
4622,mn0000239545
4623,mn0000828408
4624,mn0000143029
4625,mn0000330453
4626,mn0000592512
4627,mn0000037940
4628,mn0000915808
4629,mn0000161947
4630,mn0000166739
4631,mn0000525931
4632,mn0002163604
4633,mn0002329625
4634,mn0000672414
4635,mn0001587988
4636,mn0000685751
4637,mn0000456381
4638,mn0000924457
4639,mn0000867580
4640,mn0000531230
4641,mn0000842190
4642,mn0001578870
4643,mn0000776384
4644,mn0000452236
4645,mn0001841811
4646,mn0000770092
4647,mn0000386474
4648,mn0000733463
4649,mn0000950334
4650,mn0000809266
4651,mn0000087911
4652,mn0000020812
4653,mn0000386943
4654,mn0000066894
4655,mn0000593676
4656,mn0000518613
4657,mn0000714360
4658,mn0000022602
4659,mn0000515750
4660,mn0000802929
4661,mn0000311074
4662,mn0000951443
4663,mn0000086250
4664,mn0000355568
4665,mn0000154297
4666,mn0001321584
4667,mn0000145391
4668,mn0000829633
4669,mn0002314756
4670,mn0000631272
4671,mn0000078007
4672,mn0000031765
4673,mn0000402124
4674,mn0000686852
4675,mn0000364399
4676,mn0000322782
4677,mn0000206241
4678,mn0000303925
4679,mn0000062135
4680,mn0003366122
4681,mn0000183890
4682,mn0000852855
4683,mn0000315118
4684,mn0000162074
4685,mn0002435745
4686,mn0001880985
4687,mn0000227268
4688,mn0001519285
4689,mn0000786397
4690,mn0000047033
4691,mn0001052511
4692,mn0000588716
4693,mn0000757085
4694,mn0001920374
4695,mn0000829236
4696,mn0000571072
4697,mn0001538410
4698,mn0000987547
4699,mn0000322642
4700,mn0000157908
4701,mn0000070942
4702,mn0000101795
4703,mn0001596033
4704,mn0001013505
4705,mn0000453937
4706,mn0000455886
4707,mn0000572887
4708,mn0000172353
4709,mn0000689880
4710,mn0000952337
4711,mn0000116969
4712,mn0000166929
4713,mn0000848664
4714,mn0000743992
4715,mn0000722897
4716,mn0000284788
4717,mn0000130395
4718,mn0000790086
4719,mn0001554246
4720,mn0000997384
4721,mn0000631774
4722,mn0000372986
4723,mn0000666406
4724,mn0000128429
4725,mn0000050581
4726,mn0000555302
4727,mn0000369725
4728,mn0000800212
4729,mn0000307305
4730,mn0002169337
4731,mn0000139026
4732,mn0000499780
4733,mn0000569141
4734,mn0000266390
4735,mn0000792969
4736,mn0000240081
4737,mn0000212614
4738,mn0000675535
4739,mn0000422405
4740,mn0000188935
4741,mn0000821219
4742,mn0000804067
4743,mn0000172239
4744,mn0000885832
4745,mn0000291744
4746,mn0001378436
4747,mn0000105129
4748,mn0000492900
4749,mn0000982150
4750,mn0000917721
4751,mn0000191185
4752,mn0000805706
4753,mn0000837302
4754,mn0000538171
4755,mn0001458516
4756,mn0000295213
4757,mn0000048123
4758,mn0000033161
4759,mn0000040137
4760,mn0000898754
4761,mn0000081194
4762,mn0000184267
4763,mn0000180263
4764,mn0000976998
4765,mn0000543750
4766,mn0000156123
4767,mn0000560878
4768,mn0000418203
4769,mn0000508171
4770,mn0002121272
4771,mn0000163133
4772,mn0000206592
4773,mn0000622576
4774,mn0000847159
4775,mn0001003816
4776,mn0001770536
4777,mn0000822436
4778,mn0000369574
4779,mn0000990165
4780,mn0000851548
4781,mn0000137292
4782,mn0000532312
4783,mn0000775406
4784,mn0000325496
4785,mn0004000115
4786,mn0000138835
4787,mn0002119951
4788,mn0000163662
4789,mn0000225742
4790,mn0000978475
4791,mn0000530188
4792,mn0000181240
4793,mn0001011024
4794,mn0001988583
4795,mn0000776443
4796,mn0000675196
4797,mn0000034356
4798,mn0000266151
4799,mn0000067814
4800,mn0000424952
4801,mn0000261460
4802,mn0001799760
4803,mn0000743760
4804,mn0000587643
4805,mn0000431669
4806,mn0000919282
4807,mn0000838399
4808,mn0000121558
4809,mn0000910755
4810,mn0002172557
4811,mn0000827524
4812,mn0002066467
4813,mn0000801573
4814,mn0000691859
4815,mn0000016180
4816,mn0000275401
4817,mn0000598695
4818,mn0000288841
4819,mn0000543045
4820,mn0000930713
4821,mn0000601697
4822,mn0000578999
4823,mn0001295973
4824,mn0000300490
4825,mn0000661684
4826,mn0000773231
4827,mn0000830028
4828,mn0000254556
4829,mn0000951151
4830,mn0000575012
4831,mn0000217060
4832,mn0001002132
4833,mn0000656218
4834,mn0000984593
4835,mn0000540571
4836,mn0000863891
4837,mn0000087083
4838,mn0000924440
4839,mn0001589908
4840,mn0001414707
4841,mn0000759643
4842,mn0000666763
4843,mn0000100517
4844,mn0000787608
4845,mn0000068304
4846,mn0000884872
4847,mn0000215486
4848,mn0000363480
4849,mn0001561271
4850,mn0001235083
4851,mn0000949531
4852,mn0000501793
4853,mn0000614982
4854,mn0001000474
4855,mn0002132489
4856,mn0000950187
4857,mn0000058989
4858,mn0000762097
4859,mn0001858871
4860,mn0000469631
4861,mn0000620759
4862,mn0002006291
4863,mn0000621967
4864,mn0000771792
4865,mn0000977983
4866,mn0000792175
4867,mn0000048556
4868,mn0000114640
4869,mn0000329694
4870,mn0000113149
4871,mn0000991251
4872,mn0000307025
4873,mn0000765221
4874,mn0002397842
4875,mn0000768096
4876,mn0000391519
4877,mn0000016520
4878,mn0000659071
4879,mn0000722448
4880,mn0000085410
4881,mn0000257160
4882,mn0000159485
4883,mn0000337475
4884,mn0000067377
4885,mn0000072809
4886,mn0000569664
4887,mn0000485135
4888,mn0000095805
4889,mn0000732709
4890,mn0000422712
4891,mn0000205858
4892,mn0000773884
4893,mn0001003599
4894,mn0000774941
4895,mn0000767370
4896,mn0000782439
4897,mn0000062412
4898,mn0002141768
4899,mn0000852198
4900,mn0000328649
4901,mn0000193601
4902,mn0000926869
4903,mn0000784811
4904,mn0002084635
4905,mn0000830246
4906,mn0000915124
4907,mn0000956482
4908,mn0000004623
4909,mn0000985076
4910,mn0000254535
4911,mn0000261995
4912,mn0000798938
4913,mn0000332068
4914,mn0000558481
4915,mn0000000686
4916,mn0000005514
4917,mn0001490957
4918,mn0000152556
4919,mn0000911942
4920,mn0000561266
4921,mn0000490304
4922,mn0002508583
4923,mn0000830653
4924,mn0000932471
4925,mn0001768606
4926,mn0000040666
4927,mn0000924083
4928,mn0001380089
4929,mn0000501860
4930,mn0000126168
4931,mn0000919408
4932,mn0000869068
4933,mn0000819420
4934,mn0000041428
4935,mn0001506140
4936,mn0000744803
4937,mn0000003015
4938,mn0000091645
4939,mn0000551115
4940,mn0000925977
4941,mn0000244741
4942,mn0000312725
4943,mn0000561106
4944,mn0000863415
4945,mn0000941869
4946,mn0000038436
4947,mn0000093843
4948,mn0000938399
4949,mn0000649400
4950,mn0000985460
4951,mn0000019339
4952,mn0000053536
4953,mn0000628993
4954,mn0001022804
4955,mn0000317615
4956,mn0000069534
4957,mn0000670730
4958,mn0001553836
4959,mn0000493327
4960,mn0000109787
4961,mn0000013387
4962,mn0000114685
4963,mn0002105900
4964,mn0003551680
4965,mn0002362820
4966,mn0000851639
4967,mn0000074491
4968,mn0000207644
4969,mn0002327660
4970,mn0000868259
4971,mn0002085672
4972,mn0001074079
4973,mn0001463902
4974,mn0000368008
4975,mn0000020963
4976,mn0002029232
4977,mn0000155240
4978,mn0000019831
4979,mn0003185899
4980,mn0000096752
4981,mn0000962220
4982,mn0000585189
4983,mn0000377558
4984,mn0000078813
4985,mn0000471740
4986,mn0000170690
4987,mn0000896031
4988,mn0000749175
4989,mn0000614332
4990,mn0000166958
4991,mn0000362583
4992,mn0000894730
4993,mn0000811341
4994,mn0000647834
4995,mn0000504059
4996,mn0001013175
4997,mn0000854639
4998,mn0000019873
4999,mn0002123321
5000,mn0000389770
5001,mn0000831708
5002,mn0002031755
5003,mn0000998427
5004,mn0002064145
5005,mn0000555364
5006,mn0000116440
5007,mn0001423784
5008,mn0000582859
5009,mn0000224294
5010,mn0002003745
5011,mn0000449319
5012,mn0000882950
5013,mn0000935990
5014,mn0000310501
5015,mn0000783006
5016,mn0000242776
5017,mn0000982014
5018,mn0001376559
5019,mn0000204714
5020,mn0000326245
5021,mn0000198293
5022,mn0000979504
5023,mn0000830305
5024,mn0000823012
5025,mn0000262520
5026,mn0000719210
5027,mn0000847404
5028,mn0000636764
5029,mn0000835952
5030,mn0000609692
5031,mn0000854854
5032,mn0000481065
5033,mn0000483123
5034,mn0000567027
5035,mn0000148124
5036,mn0000807068
5037,mn0000362629
5038,mn0000105017
5039,mn0000892356
5040,mn0000341704
5041,mn0000838300
5042,mn0000160499
5043,mn0000803749
5044,mn0000185882
5045,mn0000587079
5046,mn0000270667
5047,mn0002121452
5048,mn0000759454
5049,mn0000481863
5050,mn0000315403
5051,mn0000022845
5052,mn0001382853
5053,mn0000289067
5054,mn0001001570
5055,mn0000590265
5056,mn0000665486
5057,mn0000401338
5058,mn0000019679
5059,mn0000042757
5060,mn0000050205
5061,mn0000110541
5062,mn0000858596
5063,mn0000382245
5064,mn0000802302
5065,mn0002166684
5066,mn0001948674
5067,mn0000118791
5068,mn0000837215
5069,mn0000138095
5070,mn0000804918
5071,mn0000482550
5072,mn0000285546
5073,mn0000327155
5074,mn0000179714
5075,mn0000437210
5076,mn0000922381
5077,mn0000867010
5078,mn0000763747
5079,mn0000651971
5080,mn0000558191
5081,mn0000782771
5082,mn0000801615
5083,mn0000479669
5084,mn0000601480
5085,mn0000862583
5086,mn0001893332
5087,mn0000217761
5088,mn0000059655
5089,mn0000911139
5090,mn0000141477
5091,mn0000666623
5092,mn0000521250
5093,mn0000806925
5094,mn0000075479
5095,mn0000554481
5096,mn0002079627
5097,mn0000425212
5098,mn0002119724
5099,mn0002050239
5100,mn0000517607
5101,mn0000828507
5102,mn0002077610
5103,mn0000427842
5104,mn0000657337
5105,mn0000076417
5106,mn0000145666
5107,mn0000123391
5108,mn0000501960
5109,mn0001385187
5110,mn0000513671
5111,mn0000467483
5112,mn0000908121
5113,mn0000996431
5114,mn0000927786
5115,mn0000322641
5116,mn0001365101
5117,mn0000226299
5118,mn0000681580
5119,mn0000179720
5120,mn0000708372
5121,mn0000062905
5122,mn0000382630
5123,mn0000002748
5124,mn0002328686
5125,mn0000775867
5126,mn0001985476
5127,mn0000481195
5128,mn0000019362
5129,mn0000252026
5130,mn0000345734
5131,mn0000580829
5132,mn0000281113
5133,mn0000477954
5134,mn0000799161
5135,mn0000003219
5136,mn0000095584
5137,mn0000689898
5138,mn0000727849
5139,mn0000321377
5140,mn0000397000
5141,mn0000245039
5142,mn0000334030
5143,mn0000883318
5144,mn0002742832
5145,mn0000832341
5146,mn0002009000
5147,mn0000245492
5148,mn0000228266
5149,mn0000161612
5150,mn0000149328
5151,mn0001200863
5152,mn0002686833
5153,mn0000575169
5154,mn0000723523
5155,mn0000655867
5156,mn0000285371
5157,mn0000077951
5158,mn0000915260
5159,mn0000982355
5160,mn0000380566
5161,mn0001929743
5162,mn0000162631
5163,mn0001003196
5164,mn0000831236
5165,mn0000334644
5166,mn0000898188
5167,mn0000448150
5168,mn0000525420
5169,mn0000038100
5170,mn0000988471
5171,mn0000063258
5172,mn0000727285
5173,mn0000135943
5174,mn0000131711
5175,mn0001073456
5176,mn0000075071
5177,mn0000175105
5178,mn0000566984
5179,mn0000519020
5180,mn0000521277
5181,mn0002031889
5182,mn0000158451
5183,mn0000099032
5184,mn0000737627
5185,mn0001590637
5186,mn0000401005
5187,mn0000020317
5188,mn0000884057
5189,mn0000954937
5190,mn0000495456
5191,mn0000570155
5192,mn0001595500
5193,mn0000783863
5194,mn0000772870
5195,mn0000150258
5196,mn0000228273
5197,mn0000757070
5198,mn0000751663
5199,mn0000384866
5200,mn0000174082
5201,mn0000630566
5202,mn0000463663
5203,mn0000107921
5204,mn0000371879
5205,mn0000856534
5206,mn0002108746
5207,mn0000030367
5208,mn0000167561
5209,mn0000481740
5210,mn0000744796
5211,mn0000743966
5212,mn0002121647
5213,mn0000607522
5214,mn0000793645
5215,mn0000043548
5216,mn0001923376
5217,mn0001016630
5218,mn0000280244
5219,mn0002099318
5220,mn0000200866
5221,mn0000084258
5222,mn0000203978
5223,mn0000779763
5224,mn0000298809
5225,mn0000944915
5226,mn0000006010
5227,mn0000354729
5228,mn0000650525
5229,mn0000286092
5230,mn0000414116
5231,mn0000751389
5232,mn0000138070
5233,mn0000152266
5234,mn0000593475
5235,mn0000854694
5236,mn0000924859
5237,mn0000329883
5238,mn0001018396
5239,mn0000144155
5240,mn0000894239
5241,mn0000758815
5242,mn0000039408
5243,mn0000503242
5244,mn0000776371
5245,mn0000549847
5246,mn0000573779
5247,mn0000244688
5248,mn0000277351
5249,mn0001072783
5250,mn0000443987
5251,mn0000508391
5252,mn0000300371
5253,mn0000011560
5254,mn0000562721
5255,mn0000049898
5256,mn0000088395
5257,mn0000042579
5258,mn0001604345
5259,mn0001024485
5260,mn0000954111
5261,mn0002491015
5262,mn0000091081
5263,mn0000003981
5264,mn0000837946
5265,mn0000857597
5266,mn0002364258
5267,mn0000234630
5268,mn0000349600
5269,mn0000490296
5270,mn0000752252
5271,mn0000818010
5272,mn0001364887
5273,mn0000125680
5274,mn0000308261
5275,mn0000736777
5276,mn0000936577
5277,mn0000778363
5278,mn0000360528
5279,mn0002071633
5280,mn0000500992
5281,mn0000128577
5282,mn0000988440
5283,mn0000989537
5284,mn0000751089
5285,mn0000447433
5286,mn0000258500
5287,mn0000186842
5288,mn0000924786
5289,mn0000093521
5290,mn0000196690
5291,mn0000196529
5292,mn0000636433
5293,mn0001740826
5294,mn0000461282
5295,mn0000334633
5296,mn0000734933
5297,mn0000350585
5298,mn0000259422
5299,mn0000094102
5300,mn0000461966
5301,mn0000080443
5302,mn0000505532
5303,mn0000336329
5304,mn0001017386
5305,mn0000532979
5306,mn0000317093
5307,mn0000101674
5308,mn0001049956
5309,mn0000163435
5310,mn0000524522
5311,mn0002363651
5312,mn0000066697
5313,mn0000139418
5314,mn0000753731
5315,mn0000679824
5316,mn0000591108
5317,mn0000046458
5318,mn0000374888
5319,mn0000416785
5320,mn0002120158
5321,mn0000326117
5322,mn0000290392
5323,mn0000183994
5324,mn0000402440
5325,mn0001929733
5326,mn0001019810
5327,mn0000176358
5328,mn0000793451
5329,mn0000327427
5330,mn0000408303
5331,mn0000088909
5332,mn0000339254
5333,mn0000753963
5334,mn0000656799
5335,mn0000894930
5336,mn0002129904
5337,mn0003385012
5338,mn0000168969
5339,mn0000293093
5340,mn0002104253
5341,mn0001969098
5342,mn0000855551
5343,mn0000182040
5344,mn0000427611
5345,mn0000931232
5346,mn0000740457
5347,mn0000170381
5348,mn0000233637
5349,mn0001016355
5350,mn0000402396
5351,mn0002143838
5352,mn0000073571
5353,mn0000594648
5354,mn0000138508
5355,mn0002000290
5356,mn0001203115
5357,mn0000181560
5358,mn0000095095
5359,mn0000578274
5360,mn0000372229
5361,mn0001072517
5362,mn0001547711
5363,mn0000633830
5364,mn0000798688
5365,mn0000826936
5366,mn0000751549
5367,mn0000242969
5368,mn0000385082
5369,mn0000625985
5370,mn0000204591
5371,mn0000060060
5372,mn0000211955
5373,mn0000786808
5374,mn0000105354
5375,mn0000464375
5376,mn0000304401
5377,mn0000572546
5378,mn0000095874
5379,mn0000779599
5380,mn0001640990
5381,mn0000575044
5382,mn0000940125
5383,mn0000802109
5384,mn0000036975
5385,mn0000466910
5386,mn0000253560
5387,mn0000612787
5388,mn0000835157
5389,mn0000502809
5390,mn0000798111
5391,mn0000214737
5392,mn0000017159
5393,mn0000251575
5394,mn0000006681
5395,mn0000894028
5396,mn0000259203
5397,mn0000756772
5398,mn0000908895
5399,mn0000227697
5400,mn0000478426
5401,mn0000230969
5402,mn0000126648
5403,mn0000087962
5404,mn0000147072
5405,mn0000537880
5406,mn0001592666
5407,mn0000072494
5408,mn0000518298
5409,mn0000048803
5410,mn0000779495
5411,mn0000120568
5412,mn0000095228
5413,mn0000268871
5414,mn0000960386
5415,mn0002384217
5416,mn0000846581
5417,mn0000155224
5418,mn0001252797
5419,mn0000111151
5420,mn0000177078
5421,mn0000154191
5422,mn0000919724
5423,mn0000532159
5424,mn0000959620
5425,mn0000406657
5426,mn0000490852
5427,mn0000374939
5428,mn0000998421
5429,mn0000577123
5430,mn0000378297
5431,mn0000740569
5432,mn0000419102
5433,mn0000474663
5434,mn0000288742
5435,mn0000658346
5436,mn0000404136
5437,mn0000037607
5438,mn0000934530
5439,mn0001456275
5440,mn0000411745
5441,mn0000019276
5442,mn0000616192
5443,mn0000262836
5444,mn0001746029
5445,mn0000026637
5446,mn0000159214
5447,mn0000046527
5448,mn0000154978
5449,mn0000593930
5450,mn0000288102
5451,mn0002327824
5452,mn0000085966
5453,mn0000936651
5454,mn0000046771
5455,mn0000100575
5456,mn0000128231
5457,mn0000797452
5458,mn0000944384
5459,mn0000320879
5460,mn0000499154
5461,mn0000236287
5462,mn0000654063
5463,mn0000615119
5464,mn0000036816
5465,mn0001450463
5466,mn0000988176
5467,mn0000518313
5468,mn0000169536
5469,mn0001016438
5470,mn0000674851
5471,mn0000726201
5472,mn0002114814
5473,mn0002090766
5474,mn0000928310
5475,mn0000197466
5476,mn0000808644
5477,mn0000593716
5478,mn0000845668
5479,mn0000784966
5480,mn0000070031
5481,mn0000914889
5482,mn0000054822
5483,mn0000799330
5484,mn0000783769
5485,mn0000323690
5486,mn0000394555
5487,mn0000477350
5488,mn0000020692
5489,mn0000073397
5490,mn0000044996
5491,mn0002029167
5492,mn0000110551
5493,mn0002853811
5494,mn0000298652
5495,mn0000307493
5496,mn0001312730
5497,mn0000346705
5498,mn0001423988
5499,mn0000749316
5500,mn0000751623
5501,mn0000197567
5502,mn0000771724
5503,mn0000166215
5504,mn0000167549
5505,mn0000566430
5506,mn0000025445
5507,mn0000799043
5508,mn0000063536
5509,mn0000669285
5510,mn0000853163
5511,mn0000032409
5512,mn0002077929
5513,mn0002066397
5514,mn0000763650
5515,mn0002089293
5516,mn0000002053
5517,mn0000286435
5518,mn0000166895
5519,mn0002408036
5520,mn0000452960
5521,mn0000195476
5522,mn0000894854
5523,mn0000040501
5524,mn0001770362
5525,mn0000107102
5526,mn0001762509
5527,mn0001049093
5528,mn0000220773
5529,mn0000665129
5530,mn0000015903
5531,mn0000144852
5532,mn0001523051
5533,mn0000060544
5534,mn0000407272
5535,mn0000832288
5536,mn0001776007
5537,mn0000929116
5538,mn0000246936
5539,mn0000739233
5540,mn0000402277
5541,mn0000973978
5542,mn0001093073
5543,mn0000780336
5544,mn0000770930
5545,mn0000989208
5546,mn0000793768
5547,mn0000500298
5548,mn0001571159
5549,mn0000235169
5550,mn0000254997
5551,mn0000122069
5552,mn0001187402
5553,mn0002166969
5554,mn0000764466
5555,mn0000101527
5556,mn0000664864
5557,mn0000634055
5558,mn0000769890
5559,mn0000040648
5560,mn0000636841
5561,mn0000947563
5562,mn0002009280
5563,mn0000772750
5564,mn0000955936
5565,mn0000662329
5566,mn0000533254
5567,mn0000939229
5568,mn0000476979
5569,mn0000407058
5570,mn0000644996
5571,mn0000418130
5572,mn0000316313
5573,mn0001433528
5574,mn0000869409
5575,mn0000259270
5576,mn0000311919
5577,mn0000802645
5578,mn0000125971
5579,mn0000022698
5580,mn0000740019
5581,mn0002072342
5582,mn0000836144
5583,mn0000812061
5584,mn0000225607
5585,mn0000246628
5586,mn0000522768
5587,mn0000725496
5588,mn0000412779
5589,mn0001473295
5590,mn0000925958
5591,mn0000800847
5592,mn0000664580
5593,mn0000803854
5594,mn0000108717
5595,mn0000081768
5596,mn0000740553
5597,mn0000108808
5598,mn0000034617
5599,mn0000625012
5600,mn0000477834
5601,mn0000384238
5602,mn0000738289
5603,mn0000674766
5604,mn0000070793
5605,mn0000053159
5606,mn0000100123
5607,mn0000779670
5608,mn0000280984
5609,mn0000617554
5610,mn0000045941
5611,mn0000601013
5612,mn0000797115
5613,mn0000125940
5614,mn0000671737
5615,mn0000603985
5616,mn0000221603
5617,mn0000095751
5618,mn0000254994
5619,mn0000597516
5620,mn0000521374
5621,mn0002116642
5622,mn0000169127
5623,mn0000568956
5624,mn0000837886
5625,mn0000570045
5626,mn0000019701
5627,mn0000002714
5628,mn0000006867
5629,mn0000080659
5630,mn0000635000
5631,mn0002001584
5632,mn0000077476
5633,mn0000097384
5634,mn0001375176
5635,mn0000490983
5636,mn0000456656
5637,mn0000893842
5638,mn0000007031
5639,mn0000787880
5640,mn0001067553
5641,mn0000065979
5642,mn0000387300
5643,mn0000952404
5644,mn0000280762
5645,mn0000207904
5646,mn0000797152
5647,mn0000461469
5648,mn0000683987
5649,mn0000255964
5650,mn0000944021
5651,mn0000368112
5652,mn0000663644
5653,mn0000741380
5654,mn0000621639
5655,mn0000465090
5656,mn0000818226
5657,mn0000275064
5658,mn0000896217
5659,mn0000612421
5660,mn0000128101
5661,mn0000105618
5662,mn0000460553
5663,mn0000597314
5664,mn0000614933
5665,mn0000369964
5666,mn0000614137
5667,mn0000029334
5668,mn0000243418
5669,mn0000510639
5670,mn0000014698
5671,mn0000467279
5672,mn0000246127
5673,mn0000201312
5674,mn0001460767
5675,mn0000099423
5676,mn0000591902
5677,mn0000042480
5678,mn0000285232
5679,mn0000941421
5680,mn0000954015
5681,mn0000428725
5682,mn0000215803
5683,mn0000339706
5684,mn0000201823
5685,mn0000295285
5686,mn0000011620
5687,mn0000341838
5688,mn0000116586
5689,mn0000098181
5690,mn0000646456
5691,mn0000759646
5692,mn0000170454
5693,mn0001194649
5694,mn0000390188
5695,mn0000196826
5696,mn0000684612
5697,mn0000991022
5698,mn0000525243
5699,mn0000696627
5700,mn0002301862
5701,mn0000255051
5702,mn0000240010
5703,mn0000983802
5704,mn0000048286
5705,mn0000359218
5706,mn0001011769
5707,mn0000668747
5708,mn0000784617
5709,mn0000465562
5710,mn0000186400
5711,mn0000215930
5712,mn0000667669
5713,mn0000058639
5714,mn0000484025
5715,mn0000016414
5716,mn0000389469
5717,mn0000342770
5718,mn0000600726
5719,mn0000908383
5720,mn0000980309
5721,mn0000793256
5722,mn0001570224
5723,mn0000018691
5724,mn0000190632
5725,mn0000268941
5726,mn0000573153
5727,mn0000388835
5728,mn0000798017
5729,mn0000784759
5730,mn0000167869
5731,mn0000101763
5732,mn0000389719
5733,mn0000078688
5734,mn0000201611
5735,mn0000200074
5736,mn0001451213
5737,mn0000986695
5738,mn0000153590
5739,mn0000178654
5740,mn0000202344
5741,mn0000463237
5742,mn0000944643
5743,mn0000192436
5744,mn0002424067
5745,mn0000147635
5746,mn0000832507
5747,mn0000252315
5748,mn0000508087
5749,mn0000504815
5750,mn0000235792
5751,mn0000897322
5752,mn0000001758
5753,mn0000865155
5754,mn0000396531
5755,mn0001552079
5756,mn0000758453
5757,mn0000385611
5758,mn0002020329
5759,mn0000424293
5760,mn0001011948
5761,mn0000199163
5762,mn0001057321
5763,mn0002139777
5764,mn0000086428
5765,mn0000995800
5766,mn0002641295
5767,mn0001279948
5768,mn0000942761
5769,mn0000780948
5770,mn0002327436
5771,mn0000235643
5772,mn0001003528
5773,mn0000185591
5774,mn0000940045
5775,mn0000841929
5776,mn0002031212
5777,mn0000244254
5778,mn0002476181
5779,mn0000101786
5780,mn0000576839
5781,mn0002002146
5782,mn0000567497
5783,mn0002405195
5784,mn0000894465
5785,mn0001282564
5786,mn0000010056
5787,mn0002165952
5788,mn0000002106
5789,mn0000406583
5790,mn0000125569
5791,mn0000076404
5792,mn0000688915
5793,mn0001186422
5794,mn0000159991
5795,mn0000542080
5796,mn0000396313
5797,mn0000498683
5798,mn0000637310
5799,mn0000477592
5800,mn0000677257
5801,mn0000780265
5802,mn0000282304
5803,mn0000057123
5804,mn0000236077
5805,mn0000822089
5806,mn0001706967
5807,mn0000120660
5808,mn0000122626
5809,mn0000286384
5810,mn0001686322
5811,mn0001000383
5812,mn0000015158
5813,mn0001003438
5814,mn0000592034
5815,mn0000929821
5816,mn0000888979
5817,mn0000831104
5818,mn0000012644
5819,mn0000393031
5820,mn0000477787
5821,mn0000495734
5822,mn0001452745
5823,mn0000467358
5824,mn0000236670
5825,mn0000931869
5826,mn0000830260
5827,mn0000768412
5828,mn0000346370
5829,mn0000255824
5830,mn0000375873
5831,mn0000828142
5832,mn0002265506
5833,mn0000598173
5834,mn0000621693
5835,mn0000118546
5836,mn0002031165
5837,mn0000621265
5838,mn0002097061
5839,mn0000990159
5840,mn0000180449
5841,mn0000686806
5842,mn0000793425
5843,mn0000658754
5844,mn0000303061
5845,mn0002989561
5846,mn0000085806
5847,mn0002088704
5848,mn0000499438
5849,mn0001022083
5850,mn0000367844
5851,mn0000360007
5852,mn0000311067
5853,mn0002323629
5854,mn0000511476
5855,mn0000751484
5856,mn0000553068
5857,mn0000667794
5858,mn0000134820
5859,mn0000949272
5860,mn0001927820
5861,mn0000760877
5862,mn0002181666
5863,mn0000004972
5864,mn0000775212
5865,mn0001408815
5866,mn0000403945
5867,mn0000331782
5868,mn0001006019
5869,mn0000918619
5870,mn0000509903
5871,mn0001046929
5872,mn0003629396
5873,mn0000137424
5874,mn0000978044
5875,mn0000663113
5876,mn0000219270
5877,mn0000166100
5878,mn0001916949
5879,mn0000114165
5880,mn0000584728
5881,mn0001367671
5882,mn0000675984
5883,mn0000920304
5884,mn0000780005
5885,mn0002011073
5886,mn0000957198
5887,mn0000259240
5888,mn0000195583
5889,mn0000830617
5890,mn0000287823
5891,mn0000214738
5892,mn0000482080
5893,mn0000009970
5894,mn0000023364
5895,mn0000862761
5896,mn0000036640
5897,mn0001233593
5898,mn0000014515
5899,mn0000755474
5900,mn0001550049
5901,mn0000321124
5902,mn0000946769
5903,mn0000577235
5904,mn0000053739
5905,mn0001414902
5906,mn0000589397
5907,mn0000299378
5908,mn0000937428
5909,mn0000183256
5910,mn0000756884
5911,mn0002412279
5912,mn0000129259
5913,mn0000297839
5914,mn0000735386
5915,mn0000759074
5916,mn0000137635
5917,mn0003504035
5918,mn0000589770
5919,mn0001486928
5920,mn0002419783
5921,mn0000658355
5922,mn0000757843
5923,mn0000593772
5924,mn0000957102
5925,mn0000476207
5926,mn0000975493
5927,mn0000803169
5928,mn0000106916
5929,mn0000189229
5930,mn0000484880
5931,mn0000109263
5932,mn0000855529
5933,mn0000951681
5934,mn0000291724
5935,mn0000812600
5936,mn0000999642
5937,mn0000383284
5938,mn0002004313
5939,mn0000013467
5940,mn0000670856
5941,mn0001591642
5942,mn0000101946
5943,mn0000585210
5944,mn0000855771
5945,mn0000524298
5946,mn0000901934
5947,mn0000672277
5948,mn0000941579
5949,mn0000584822
5950,mn0000936095
5951,mn0000254116
5952,mn0001043351
5953,mn0000745071
5954,mn0000036893
5955,mn0001050322
5956,mn0000794132
5957,mn0000497487
5958,mn0000025335
5959,mn0001582971
5960,mn0000489116
5961,mn0000860717
5962,mn0000152717
5963,mn0000187485
5964,mn0000323904
5965,mn0001770511
5966,mn0000937150
5967,mn0000094765
5968,mn0000060679
5969,mn0000389519
5970,mn0000126920
5971,mn0001391253
5972,mn0001616904
5973,mn0000789393
5974,mn0001465389
5975,mn0000665068
5976,mn0000229686
5977,mn0000258000
5978,mn0000192654
5979,mn0002009302
5980,mn0000933998
5981,mn0000870011
5982,mn0000158540
5983,mn0000016722
5984,mn0001959805
5985,mn0000138335
5986,mn0000150048
5987,mn0001539437
5988,mn0000096910
5989,mn0000020426
5990,mn0000129224
5991,mn0000196020
5992,mn0000174132
5993,mn0000684638
5994,mn0000029145
5995,mn0000850378
5996,mn0000939595
5997,mn0000487663
5998,mn0000251925
