id,allmusic_id
3025,mn0000418981
3026,mn0000772526
3027,mn0000014427
3028,mn0000547620
3029,mn0000595585
3030,mn0000499890
3031,mn0001778814
3032,mn0000722711
3033,mn0000328058
3034,mn0000621508
3035,mn0002508598
3036,mn0000921002
3037,mn0000128787
3038,mn0000940552
3039,mn0001531822
3040,mn0000665908
3041,mn0000631970
3042,mn0000059850
3043,mn0001558507
3044,mn0000072927
3045,mn0000136142
3046,mn0000037794
3047,mn0001001140
3048,mn0000582062
3049,mn0001573001
3050,mn0000011781
3051,mn0000254083
3052,mn0000097404
3053,mn0000790988
3054,mn0000669816
3055,mn0000127949
3056,mn0000072028
3057,mn0000206407
3058,mn0000465985
3059,mn0002087925
3060,mn0000097072
3061,mn0000050845
3062,mn0000856481
3063,mn0002105142
3064,mn0000057797
3065,mn0000737747
3066,mn0000016281
3067,mn0000161572
3068,mn0000584923
3069,mn0000586878
3070,mn0000403188
3071,mn0000808451
3072,mn0000291909
3073,mn0001943020
3074,mn0002366358
3075,mn0000781399
3076,mn0000309328
3077,mn0000288469
3078,mn0000861687
3079,mn0000631667
3080,mn0000078576
3081,mn0000838236
3082,mn0000193720
3083,mn0000522403
3084,mn0000589718
3085,mn0000414251
3086,mn0000396676
3087,mn0000987491
3088,mn0000134191
3089,mn0000161456
3090,mn0000735282
3091,mn0000097115
3092,mn0002371827
3093,mn0000784070
3094,mn0000677575
3095,mn0002032150
3096,mn0000011041
3097,mn0000959891
3098,mn0000180663
3099,mn0001013217
3100,mn0000292845
3101,mn0000565378
3102,mn0000911763
3103,mn0000197598
3104,mn0000670223
3105,mn0002432059
3106,mn0000996500
3107,mn0000928370
3108,mn0001001376
3109,mn0000501125
3110,mn0000163365
3111,mn0000046823
3112,mn0000177249
3113,mn0002085204
3114,mn0000738157
3115,mn0000667738
3116,mn0000304607
3117,mn0000097092
3118,mn0000093128
3119,mn0000017923
3120,mn0000813301
3121,mn0000634923
3122,mn0000005366
3123,mn0000052094
3124,mn0000155255
3125,mn0000475511
3126,mn0000113409
3127,mn0000355841
3128,mn0001051109
3129,mn0000171784
3130,mn0002123109
3131,mn0000983585
3132,mn0000685396
3133,mn0001878062
3134,mn0000477109
3135,mn0000000534
3136,mn0000621944
3137,mn0000502989
3138,mn0000246022
3139,mn0000005252
3140,mn0000043114
3141,mn0000755924
3142,mn0000775264
3143,mn0000143206
3144,mn0000251595
3145,mn0001013670
3146,mn0000064442
3147,mn0000117490
3148,mn0000121490
3149,mn0000120109
3150,mn0000546766
3151,mn0000365495
3152,mn0000643309
3153,mn0000979026
3154,mn0000683652
3155,mn0000779769
3156,mn0000278439
3157,mn0001604755
3158,mn0000154563
3159,mn0000325888
3160,mn0000234374
3161,mn0002781561
3162,mn0000396266
3163,mn0000367086
3164,mn0000939185
3165,mn0000088515
3166,mn0000822462
3167,mn0000691965
3168,mn0000781626
3169,mn0000953769
3170,mn0000108265
3171,mn0000639005
3172,mn0002045871
3173,mn0000280960
3174,mn0000527835
3175,mn0000540139
3176,mn0000470588
3177,mn0000221684
3178,mn0000015844
3179,mn0000423593
3180,mn0000107949
3181,mn0000871656
3182,mn0000840479
3183,mn0001631619
3184,mn0000901198
3185,mn0002005556
3186,mn0000795400
3187,mn0000154940
3188,mn0000776301
3189,mn0000129780
3190,mn0000271599
3191,mn0000807687
3192,mn0000175459
3193,mn0000098389
3194,mn0000787940
3195,mn0000315339
3196,mn0000082153
3197,mn0000356244
3198,mn0000090122
3199,mn0000333634
3200,mn0000191648
3201,mn0000207156
3202,mn0001537332
3203,mn0000266462
3204,mn0000632910
3205,mn0000558490
3206,mn0000247997
3207,mn0000846634
3208,mn0000952981
3209,mn0001768627
3210,mn0000475209
3211,mn0000758402
3212,mn0000229464
3213,mn0000166585
3214,mn0000121213
3215,mn0000770112
3216,mn0000986239
3217,mn0000104110
3218,mn0000323194
3219,mn0000336127
3220,mn0000909545
3221,mn0000345390
3222,mn0000564540
3223,mn0000516974
3224,mn0002419832
3225,mn0000746136
3226,mn0000630962
3227,mn0000147330
3228,mn0000750970
3229,mn0002043528
3230,mn0000568709
3231,mn0000397192
3232,mn0001502202
3233,mn0000332973
3234,mn0000664770
3235,mn0001063030
3236,mn0000026360
3237,mn0000805000
3238,mn0000122738
3239,mn0000803992
3240,mn0000026738
3241,mn0000041323
3242,mn0001000620
3243,mn0000815039
3244,mn0001875710
3245,mn0000342981
3246,mn0000748301
3247,mn0000211570
3248,mn0000690718
3249,mn0002420550
3250,mn0000287411
3251,mn0000181956
3252,mn0000379538
3253,mn0000147639
3254,mn0000856075
3255,mn0001022240
3256,mn0000816499
3257,mn0000458812
3258,mn0000178852
3259,mn0000071514
3260,mn0002002344
3261,mn0000170226
3262,mn0001460470
3263,mn0000165116
3264,mn0000402169
3265,mn0000460390
3266,mn0000231610
3267,mn0000996617
3268,mn0000799347
3269,mn0000418909
3270,mn0000239692
3271,mn0001934529
3272,mn0000855769
3273,mn0001525758
3274,mn0000014724
3275,mn0000659614
3276,mn0000359359
3277,mn0000246374
3278,mn0002325832
3279,mn0000803589
3280,mn0000012877
3281,mn0001903933
3282,mn0001514855
3283,mn0000060560
3284,mn0000393938
3285,mn0000919717
3286,mn0000234518
3287,mn0000636300
3288,mn0000039353
3289,mn0000163198
3290,mn0000253296
3291,mn0000026904
3292,mn0000248900
3293,mn0000203263
3294,mn0000437800
3295,mn0000585674
3296,mn0000790638
3297,mn0001296614
3298,mn0000027916
3299,mn0000165338
3300,mn0000062758
3301,mn0000666344
3302,mn0000072205
3303,mn0000339713
3304,mn0000578715
3305,mn0000949646
3306,mn0000564631
3307,mn0000253126
3308,mn0000150903
3309,mn0000751687
3310,mn0000125459
3311,mn0000233908
3312,mn0000404755
3313,mn0000671534
3314,mn0000182598
3315,mn0000212956
3316,mn0000229132
3317,mn0000747177
3318,mn0001785866
3319,mn0000238121
3320,mn0000480703
3321,mn0002320306
3322,mn0000016239
3323,mn0000192620
3324,mn0000309819
3325,mn0000644065
3326,mn0000595101
3327,mn0000028947
3328,mn0000484396
3329,mn0000577885
3330,mn0000069806
3331,mn0000122219
3332,mn0000621185
3333,mn0000130961
3334,mn0000602907
3335,mn0000211468
3336,mn0000827871
3337,mn0000832124
3338,mn0000773997
3339,mn0000812241
3340,mn0000836313
3341,mn0000897603
3342,mn0000185412
3343,mn0001462184
3344,mn0000954155
3345,mn0000823724
3346,mn0000954681
3347,mn0001566784
3348,mn0000003180
3349,mn0000955305
3350,mn0000578125
3351,mn0002099421
3352,mn0000138332
3353,mn0000154568
3354,mn0001199400
3355,mn0000664103
3356,mn0000079053
3357,mn0000148975
3358,mn0000832982
3359,mn0000983436
3360,mn0000919456
3361,mn0000177856
3362,mn0000586764
3363,mn0000170709
3364,mn0000784072
3365,mn0000145864
3366,mn0000462110
3367,mn0000062761
3368,mn0000018752
3369,mn0000118493
3370,mn0002167801
3371,mn0000642331
3372,mn0000364562
3373,mn0000179989
3374,mn0000542041
3375,mn0000152564
3376,mn0000175525
3377,mn0000403151
3378,mn0000717814
3379,mn0000213613
3380,mn0000052488
3381,mn0000197364
3382,mn0000558284
3383,mn0001375673
3384,mn0001943423
3385,mn0000523017
3386,mn0000221678
3387,mn0000776562
3388,mn0000647156
3389,mn0002420548
3390,mn0000109271
3391,mn0000757464
3392,mn0001522893
3393,mn0000389412
3394,mn0001534769
3395,mn0000458423
3396,mn0000256938
3397,mn0000912641
3398,mn0000021834
3399,mn0001350933
3400,mn0000978231
3401,mn0000523995
3402,mn0001982001
3403,mn0000755032
3404,mn0000284698
3405,mn0002127320
3406,mn0000345168
3407,mn0000781370
3408,mn0000830283
3409,mn0000322079
3410,mn0000131019
3411,mn0000848645
3412,mn0000585092
3413,mn0000678808
3414,mn0000734230
3415,mn0000124588
3416,mn0000662910
3417,mn0000404656
3418,mn0000746865
3419,mn0000170696
3420,mn0000769159
3421,mn0000019502
3422,mn0000009787
3423,mn0002008310
3424,mn0000182724
3425,mn0000099014
3426,mn0000059910
3427,mn0000525289
3428,mn0000675953
3429,mn0001987641
3430,mn0002049677
3431,mn0001918900
3432,mn0000758540
3433,mn0000935677
3434,mn0000164686
3435,mn0002119207
3436,mn0000079687
3437,mn0000075582
3438,mn0000558954
3439,mn0000066943
3440,mn0000143485
3441,mn0000136109
3442,mn0000315677
3443,mn0000618605
3444,mn0000067051
3445,mn0000745261
3446,mn0001955691
3447,mn0000561715
3448,mn0000676509
3449,mn0000298118
3450,mn0000055778
3451,mn0000652016
3452,mn0000497434
3453,mn0000393428
3454,mn0000951384
3455,mn0000056625
3456,mn0000693101
3457,mn0000944933
3458,mn0000321691
3459,mn0000264572
3460,mn0000319354
3461,mn0000479799
3462,mn0000672346
3463,mn0000569418
3464,mn0000196661
3465,mn0000554919
3466,mn0000073666
3467,mn0001023960
3468,mn0000256082
3469,mn0000499623
3470,mn0000537548
3471,mn0000091152
3472,mn0000887319
3473,mn0000864346
3474,mn0000125814
3475,mn0000577301
3476,mn0001004230
3477,mn0000544865
3478,mn0000814628
3479,mn0000312402
3480,mn0000086623
3481,mn0000313047
3482,mn0000802171
3483,mn0002105633
3484,mn0000251690
3485,mn0000068202
3486,mn0000136706
3487,mn0000777212
3488,mn0000871472
3489,mn0000133883
3490,mn0000810689
3491,mn0000673626
3492,mn0000612716
3493,mn0002163889
3494,mn0000572921
3495,mn0000896527
3496,mn0000145920
3497,mn0000377008
3498,mn0000261989
3499,mn0000128186
3500,mn0000039850
3501,mn0002405183
3502,mn0000237205
3503,mn0000338638
3504,mn0000564599
3505,mn0001498196
3506,mn0000124245
3507,mn0000384883
3508,mn0000150808
3509,mn0001949110
3510,mn0000869219
3511,mn0000267073
3512,mn0000339905
3513,mn0000072998
3514,mn0000095650
3515,mn0000586689
3516,mn0000145160
3517,mn0000304814
3518,mn0000617536
3519,mn0001044498
3520,mn0002323285
3521,mn0000199728
3522,mn0000126048
3523,mn0000345989
3524,mn0000740360
3525,mn0000840402
3526,mn0000021334
3527,mn0000058969
3528,mn0000025405
3529,mn0001011840
3530,mn0000826583
3531,mn0002013107
3532,mn0000660569
3533,mn0000096698
3534,mn0000898030
3535,mn0000235290
3536,mn0000996882
3537,mn0000671601
3538,mn0000303050
3539,mn0002051097
3540,mn0001321717
3541,mn0000838327
3542,mn0002420774
3543,mn0000954902
3544,mn0000251491
3545,mn0000044331
3546,mn0000925698
3547,mn0000648745
3548,mn0000745071
3549,mn0000268700
3550,mn0000588497
3551,mn0002495372
3552,mn0000926307
3553,mn0000745006
3554,mn0000087044
3555,mn0000096979
3556,mn0000780449
3557,mn0000818439
3558,mn0000733263
3559,mn0000296614
3560,mn0000034088
3561,mn0000178143
3562,mn0000235121
3563,mn0000776618
3564,mn0000788414
3565,mn0001519979
3566,mn0000088412
3567,mn0000884686
3568,mn0001437800
3569,mn0001842935
3570,mn0000538677
3571,mn0000468911
3572,mn0000081079
3573,mn0000208893
3574,mn0001003181
3575,mn0000788061
3576,mn0000099198
3577,mn0000809058
3578,mn0000645549
3579,mn0001321004
3580,mn0000368051
3581,mn0000140499
3582,mn0000255673
3583,mn0000753507
3584,mn0000810212
3585,mn0002127794
3586,mn0000690060
3587,mn0001013150
3588,mn0000162458
3589,mn0000755312
3590,mn0000678950
3591,mn0000787796
3592,mn0000330961
3593,mn0000070026
3594,mn0000555617
3595,mn0000010668
3596,mn0000157874
3597,mn0000773366
3598,mn0000024637
3599,mn0000484751
3600,mn0000582738
3601,mn0000445973
3602,mn0002571166
3603,mn0000199774
3604,mn0000588183
3605,mn0000000311
3606,mn0000408016
3607,mn0000559785
3608,mn0000639616
3609,mn0000611087
3610,mn0000099508
3611,mn0000909366
3612,mn0000834976
3613,mn0000156053
3614,mn0000489834
3615,mn0002134438
3616,mn0000040000
3617,mn0000411425
3618,mn0000086810
3619,mn0002071180
3620,mn0000369772
3621,mn0002197673
3622,mn0000185956
3623,mn0000137928
3624,mn0000743575
3625,mn0000074195
3626,mn0000150530
3627,mn0000754251
3628,mn0000399410
3629,mn0000801865
3630,mn0000390778
3631,mn0000859868
3632,mn0000231397
3633,mn0000062040
3634,mn0000667584
3635,mn0000495288
3636,mn0000333875
3637,mn0000093075
3638,mn0000497646
3639,mn0002028412
3640,mn0002563643
3641,mn0000185440
3642,mn0000320426
3643,mn0000111963
3644,mn0003377962
3645,mn0001581945
3646,mn0000977192
3647,mn0002125121
3648,mn0000048743
3649,mn0000078496
3650,mn0000452760
3651,mn0000011156
3652,mn0000565522
3653,mn0001298984
3654,mn0000755570
3655,mn0000546028
3656,mn0000559405
3657,mn0000062496
3658,mn0000065939
3659,mn0000307648
3660,mn0000519017
3661,mn0000933932
3662,mn0000845093
3663,mn0000858473
3664,mn0000521851
3665,mn0000294950
3666,mn0000835632
3667,mn0000666647
3668,mn0000176237
3669,mn0000553049
3670,mn0001934263
3671,mn0002384376
3672,mn0000207971
3673,mn0000936009
3674,mn0001989728
3675,mn0000202235
3676,mn0001767484
3677,mn0001635950
3678,mn0000933567
3679,mn0000243932
3680,mn0000181694
3681,mn0000662059
3682,mn0000078044
3683,mn0000565908
3684,mn0000349439
3685,mn0000716410
3686,mn0000009927
3687,mn0003829443
3688,mn0000061582
3689,mn0000783878
3690,mn0000388198
3691,mn0002400570
3692,
3693,mn0000089058
3694,mn0000493425
3695,mn0000830823
3696,mn0002529280
3697,mn0000090389
3698,mn0000521111
3699,mn0000774588
3700,mn0000352210
3701,mn0002016981
3702,mn0000466143
3703,mn0000054264
3704,mn0000315959
3705,mn0000168964
3706,mn0000753104
3707,mn0000333903
3708,mn0000222265
3709,mn0000790023
3710,mn0002073121
3711,mn0000331323
3712,mn0000253419
3713,mn0000781006
3714,mn0000639932
3715,mn0000718981
3716,mn0000915981
3717,mn0000660712
3718,mn0000001418
3719,mn0000552843
3720,mn0000536122
3721,mn0000165117
3722,mn0000015368
3723,mn0001018363
3724,mn0000901184
3725,mn0000082482
3726,mn0000567573
3727,mn0000004054
3728,mn0001918977
3729,mn0000081836
3730,mn0000692251
3731,mn0000925891
3732,mn0000574954
3733,mn0001266379
3734,mn0000310941
3735,mn0002849018
3736,mn0000283680
3737,mn0000292564
3738,mn0002055602
3739,mn0001652873
3740,mn0000089430
3741,mn0000889750
3742,mn0000994338
3743,mn0000599261
3744,mn0000667591
3745,mn0000074776
3746,mn0000129547
3747,mn0000381100
3748,mn0002042772
3749,mn0000063722
3750,mn0000803003
3751,mn0000632153
3752,mn0002127222
3753,mn0001941394
3754,mn0000077732
3755,mn0000887638
3756,mn0000673580
3757,mn0000526056
3758,mn0000383484
3759,mn0000393345
3760,mn0000204756
3761,mn0000390239
3762,mn0001312456
3763,mn0000012693
3764,mn0000480045
3765,mn0000053339
3766,mn0000018533
3767,mn0000242573
3768,mn0000667703
3769,mn0000661096
3770,mn0001955343
3771,mn0000819426
3772,mn0000301516
3773,mn0001043675
3774,mn0002013191
3775,mn0000127103
3776,mn0000548180
3777,mn0000565210
3778,mn0000209473
3779,mn0000494016
3780,mn0000758548
3781,mn0000078886
3782,mn0000306033
3783,mn0000112057
3784,mn0000521427
3785,mn0000014201
3786,mn0000805740
3787,mn0000072062
3788,mn0000386288
3789,mn0000794145
3790,mn0000614155
3791,mn0000936511
3792,mn0000488240
3793,mn0000416537
3794,mn0000147758
3795,mn0000837804
3796,mn0000965419
3797,mn0002083131
3798,mn0000836028
3799,mn0000569914
3800,mn0001371345
3801,mn0001631206
3802,mn0000101754
3803,mn0000585520
3804,mn0000660077
3805,mn0000035697
3806,mn0001377179
3807,mn0000745799
3808,mn0000200968
3809,mn0000182663
3810,mn0000024779
3811,mn0000413210
3812,mn0000254881
3813,mn0000639621
3814,mn0000098819
3815,mn0002093491
3816,mn0000344275
3817,mn0000160292
3818,mn0000302835
3819,mn0000509156
3820,mn0001005735
3821,mn0001881021
3822,mn0000745241
3823,mn0000192279
3824,mn0000227286
3825,mn0001905956
3826,mn0001600266
3827,mn0000739916
3828,
3829,mn0000210509
3830,mn0002437728
3831,mn0000244573
3832,mn0000196259
3833,mn0000755162
3834,mn0000071015
3835,mn0000010683
3836,mn0000633144
3837,mn0000855918
3838,mn0000286662
3839,mn0000056772
3840,mn0000423267
3841,mn0000719180
3842,mn0000339789
3843,mn0000302765
3844,mn0000582179
3845,mn0000239876
3846,mn0000721416
3847,mn0000071162
3848,mn0000529908
3849,mn0001980713
3850,mn0000100659
3851,mn0000808003
3852,mn0001888410
3853,mn0000620401
3854,mn0000847060
3855,mn0000061845
3856,mn0000087597
3857,mn0001063707
3858,mn0000078046
3859,mn0000651271
3860,mn0000817886
3861,mn0001577223
3862,mn0000803682
3863,mn0000733297
3864,mn0000829122
3865,mn0000476053
3866,mn0000159791
3867,mn0000398136
3868,mn0000225508
3869,mn0000862593
3870,mn0002110891
3871,mn0000577720
3872,mn0000797997
3873,mn0000652350
3874,mn0000642251
3875,mn0000017027
3876,mn0000404726
3877,mn0000136050
3878,mn0000136309
3879,mn0000082013
3880,mn0000082639
3881,mn0000039013
3882,mn0000029978
3883,mn0000832281
3884,mn0000123501
3885,mn0000284789
3886,mn0000211627
3887,mn0000125829
3888,mn0000550350
3889,mn0000606283
3890,mn0000317312
3891,mn0000912137
3892,mn0000148300
3893,mn0000937423
3894,mn0000244686
3895,mn0001055998
3896,mn0000812422
3897,mn0000124492
3898,mn0000108978
3899,mn0000359776
3900,mn0000613362
3901,mn0000201209
3902,mn0000131285
3903,mn0000267907
3904,mn0000562030
3905,mn0000508344
3906,mn0000511398
3907,mn0000199089
3908,mn0000975165
3909,mn0000791726
3910,mn0000657641
3911,mn0003038802
3912,mn0000252513
3913,mn0000410916
3914,mn0000907321
3915,mn0001031273
3916,mn0001772438
3917,mn0000643755
3918,mn0000308877
3919,mn0000990742
3920,mn0000246611
3921,mn0000158090
3922,mn0000312841
3923,mn0000980220
3924,mn0000749571
3925,mn0000190210
3926,mn0000507655
3927,mn0000865232
3928,mn0000004825
3929,mn0000721539
3930,mn0000563349
3931,mn0000066570
3932,mn0000808944
3933,mn0000620257
3934,mn0000284667
3935,mn0000047273
3936,mn0000813485
3937,mn0000476132
3938,mn0000115399
3939,mn0000228234
3940,mn0000329079
3941,mn0000034287
3942,mn0000793339
3943,mn0000038988
3944,mn0000225195
3945,mn0000637490
3946,mn0000143626
3947,mn0000273228
3948,mn0000896436
3949,mn0000666489
3950,mn0000423735
3951,mn0000165162
3952,mn0000003100
3953,mn0001680247
3954,mn0000574214
3955,mn0000159477
3956,mn0000680257
3957,mn0000459176
3958,mn0000254504
3959,mn0000788934
3960,mn0000758943
3961,mn0000068639
3962,mn0000189411
3963,mn0000850693
3964,mn0000042650
3965,mn0000110267
3966,mn0000394456
3967,mn0000516502
3968,mn0000170815
3969,mn0000825793
3970,mn0000835457
3971,mn0000903009
3972,mn0000810592
3973,mn0000776337
3974,mn0000023147
3975,mn0000395633
3976,mn0000397794
3977,mn0002081960
3978,mn0000667251
3979,mn0002068151
3980,mn0000251206
3981,mn0000120010
3982,mn0000789779
3983,mn0001543735
3984,mn0001399915
3985,mn0000178536
3986,mn0001291722
3987,mn0000673883
3988,mn0000256453
3989,mn0000537414
3990,mn0000528426
3991,mn0000449167
3992,mn0000599359
3993,mn0000073605
3994,mn0000229941
3995,mn0000998478
3996,mn0000984749
3997,mn0001222859
3998,mn0000742390
3999,mn0000227650
4000,mn0000623486
4001,mn0000691371
4002,mn0000160735
4003,mn0000862445
4004,mn0000395556
4005,mn0000242511
4006,mn0000080473
4007,mn0000744565
4008,mn0000449578
4009,mn0000180252
4010,mn0000750939
4011,mn0000190518
4012,mn0000298764
4013,mn0000012667
4014,mn0000862910
4015,mn0000627292
4016,mn0000067078
4017,mn0000136220
4018,mn0000399147
4019,mn0001022087
4020,mn0001055020
4021,mn0000234213
4022,mn0001164694
4023,mn0002125232
4024,mn0000843501
4025,mn0000621648
4026,mn0001903356
4027,mn0000906413
4028,mn0002179233
4029,mn0000361541
4030,mn0000282643
4031,mn0000071769
4032,mn0002315760
4033,mn0000369955
4034,mn0000546282
4035,mn0000718610
4036,mn0000338773
4037,mn0001402621
4038,mn0000145180
4039,mn0001968426
4040,mn0000831448
4041,mn0002185115
4042,mn0000679157
4043,mn0000861351
4044,mn0000027266
4045,mn0002142048
4046,mn0000815575
4047,mn0000784814
4048,mn0000965438
4049,mn0000902915
4050,mn0000650371
4051,mn0000154765
4052,mn0000484343
4053,mn0000671746
4054,mn0000918140
4055,mn0000422947
4056,mn0000377542
4057,mn0000689891
4058,mn0000154255
4059,mn0000671742
4060,mn0000236365
4061,mn0000403585
4062,mn0000784222
4063,mn0001524064
4064,mn0002430643
4065,mn0000409670
4066,mn0000320617
4067,mn0000243197
4068,mn0000324909
4069,mn0000801526
4070,mn0000542976
4071,mn0000840760
4072,mn0000198426
4073,mn0000079561
4074,mn0000504631
4075,mn0000671156
4076,mn0000234647
4077,mn0000577635
4078,mn0002457835
4079,mn0000670424
4080,mn0002324483
4081,mn0002722536
4082,mn0000422323
4083,mn0001047849
4084,mn0000863790
4085,mn0000778925
4086,mn0001414028
4087,mn0002339396
4088,mn0000939567
4089,mn0000459484
4090,mn0000553113
4091,mn0000625201
4092,mn0000193587
4093,mn0000278600
4094,mn0000736748
4095,mn0000543659
4096,mn0002379297
4097,mn0000069368
4098,mn0002626293
4099,mn0000147729
4100,mn0000828349
4101,mn0001000384
4102,mn0000288296
4103,mn0000596285
4104,mn0000320040
4105,mn0000138528
4106,mn0000333766
4107,mn0000790227
4108,mn0000785768
4109,mn0000141181
4110,mn0000570006
4111,mn0000678234
4112,mn0001400521
4113,mn0000222436
4114,mn0000230652
4115,mn0001058923
4116,mn0000404976
4117,mn0000055157
4118,mn0000998412
4119,mn0001516408
4120,mn0002354660
4121,mn0002104111
4122,mn0000556320
4123,mn0000028602
4124,mn0000955484
4125,mn0000089675
4126,mn0001802535
4127,mn0000959775
4128,mn0000406909
4129,mn0000083174
4130,mn0000896100
4131,mn0002078013
4132,mn0000744188
4133,mn0000093332
4134,mn0000060176
4135,mn0000996080
4136,mn0000088007
4137,mn0000391398
4138,mn0000118289
4139,mn0000847528
4140,mn0001052048
4141,mn0000142834
4142,mn0000271029
4143,mn0000587156
4144,mn0000494957
4145,mn0000034094
4146,mn0000590483
4147,mn0000183512
4148,mn0001941663
4149,mn0000491220
4150,mn0000305344
4151,mn0000203600
4152,mn0002164190
4153,mn0000492037
4154,mn0000090103
4155,mn0000251375
4156,mn0000957632
4157,mn0000094391
4158,mn0000176859
4159,mn0000807009
4160,mn0000088698
4161,mn0000056617
4162,mn0000796364
4163,mn0000809417
4164,mn0000387154
4165,mn0000306577
4166,mn0000803699
4167,mn0000197878
4168,mn0001527890
4169,mn0000470004
4170,mn0000416806
4171,mn0000737925
4172,mn0000044991
4173,mn0001532752
4174,mn0000314161
4175,mn0000772559
4176,mn0000793406
4177,mn0001005124
4178,mn0000722251
4179,mn0000033522
4180,mn0000085865
4181,mn0000833257
4182,mn0000923929
4183,mn0002168843
4184,mn0001514173
4185,mn0002059306
4186,mn0000862855
4187,mn0001003806
4188,mn0000012491
4189,mn0000941967
4190,mn0000830302
4191,mn0000382413
4192,mn0000612320
4193,mn0000837592
4194,mn0000133980
4195,mn0000979434
4196,mn0000856528
4197,mn0000120560
4198,mn0000323937
4199,mn0000949211
4200,mn0000925681
4201,mn0000768470
4202,mn0000056177
4203,mn0000136855
4204,mn0000286561
4205,mn0002337178
4206,mn0002450394
4207,mn0000399296
4208,mn0000081981
4209,mn0000089886
4210,mn0000817449
4211,mn0000613890
4212,mn0000069298
4213,mn0000536894
4214,mn0000691648
4215,mn0000197475
4216,mn0000109202
4217,mn0000761478
4218,mn0000955027
4219,mn0000800695
4220,mn0000130581
4221,mn0000746457
4222,mn0000347639
4223,mn0000192421
4224,mn0000807869
4225,mn0000409016
4226,mn0001896080
4227,mn0000121910
4228,mn0000380149
4229,mn0000256317
4230,mn0001989974
4231,mn0001756923
4232,mn0001028746
4233,mn0000020968
4234,mn0000891497
4235,mn0000480441
4236,mn0000754879
4237,mn0001585760
4238,mn0000191006
4239,mn0000582253
4240,mn0000340649
4241,mn0000501692
4242,mn0000182392
4243,mn0000977209
4244,mn0000742442
4245,mn0000153375
4246,mn0000031652
4247,mn0000939187
4248,mn0000666054
4249,mn0000154101
4250,mn0000365389
4251,mn0000809900
4252,mn0001863563
4253,mn0000489845
4254,mn0000664914
4255,mn0000170369
4256,mn0000786242
4257,mn0000788574
4258,mn0000994739
4259,mn0002070869
4260,mn0000104000
4261,mn0001527669
4262,mn0000954089
4263,mn0000093025
4264,mn0001004229
4265,mn0000188634
4266,mn0000495319
4267,mn0000495099
4268,mn0000137660
4269,mn0000155091
4270,mn0000154215
4271,mn0000832562
4272,mn0000677084
4273,mn0000927196
4274,mn0002420570
4275,mn0000169333
4276,mn0000582323
4277,mn0001544758
4278,mn0000957789
4279,mn0000583880
4280,mn0001005311
4281,mn0000210604
4282,mn0001937643
4283,mn0000083194
4284,mn0000373482
4285,mn0000784713
4286,mn0000251540
4287,mn0000652288
4288,mn0001885780
4289,mn0000102985
4290,mn0000261866
4291,mn0000479596
4292,mn0000396144
4293,mn0000187344
4294,mn0000977198
4295,mn0002052211
4296,mn0003604908
4297,mn0000210670
4298,mn0000855282
4299,mn0000037268
4300,mn0000662545
4301,mn0000107139
4302,mn0000050181
4303,mn0001662956
4304,mn0001963686
4305,mn0000513401
4306,mn0000773484
4307,mn0000161393
4308,mn0000405847
4309,mn0000462345
4310,mn0000683288
4311,mn0000191159
4312,mn0000188342
4313,mn0000041557
4314,mn0000197993
4315,mn0000022997
4316,mn0000814871
4317,mn0001838684
4318,mn0000836958
4319,mn0000104535
4320,mn0000114505
4321,mn0000190235
4322,mn0000836417
4323,mn0000150164
4324,mn0001010624
4325,mn0000816351
4326,mn0000768228
4327,mn0000578836
4328,mn0000073914
4329,mn0001933902
4330,mn0001053989
4331,mn0000201897
4332,mn0000146798
4333,mn0000585105
4334,mn0000190451
4335,mn0000061630
4336,mn0000480053
4337,mn0001400675
4338,mn0000232597
4339,mn0000787869
4340,mn0000336842
4341,mn0000022065
4342,mn0000567863
4343,mn0001607962
4344,mn0000648096
4345,mn0000773009
4346,mn0000508297
4347,mn0000851439
4348,mn0000147347
4349,mn0000956951
4350,mn0002073172
4351,mn0000541830
4352,mn0000746769
4353,mn0001785929
4354,mn0000732443
4355,mn0000139908
4356,mn0002090851
4357,mn0000680101
4358,mn0000983539
4359,mn0001473611
4360,mn0000424274
4361,mn0000209228
4362,mn0000044678
4363,mn0000387815
4364,mn0000102622
4365,mn0000226908
4366,mn0000220312
4367,mn0000533503
4368,mn0001571478
4369,mn0000127696
4370,mn0001013519
4371,mn0000748070
4372,mn0000000253
4373,mn0001965253
4374,mn0000298225
4375,mn0000516252
4376,mn0000647358
4377,mn0000782730
4378,mn0001034568
4379,mn0000623518
4380,mn0000605059
4381,mn0000815639
4382,mn0000744573
4383,mn0000090142
4384,mn0000759403
4385,mn0000266185
4386,mn0000228714
4387,mn0000570728
4388,mn0001327668
4389,mn0001016979
4390,mn0000255210
4391,mn0000573410
4392,mn0000101719
4393,mn0000279260
4394,mn0000732358
4395,mn0000073721
4396,mn0000587725
4397,mn0000606098
4398,mn0000203287
4399,mn0000090991
4400,mn0000906054
4401,mn0000581661
4402,mn0000640207
4403,mn0000744265
4404,mn0000062273
4405,mn0000397876
4406,mn0001960378
4407,mn0001350093
4408,mn0000486978
4409,mn0000576976
4410,mn0000775323
4411,mn0000104147
4412,mn0000949619
4413,mn0000788029
4414,mn0001048259
4415,mn0000004340
4416,mn0000182305
4417,mn0002299354
4418,mn0000794306
4419,mn0000242960
4420,mn0000336710
4421,mn0000220563
4422,mn0001035496
4423,mn0000070715
4424,mn0000106882
